# E(GeV)    P2          V2          E2          Pmumu          Pmue          Pmutau
2.075000   0.384473   0.219581   0.395946   0.125554   0.053722   0.820723
2.080000   0.379735   0.222403   0.397862   0.127443   0.053559   0.818998
2.085000   0.375012   0.225216   0.399772   0.129336   0.053396   0.817268
2.090000   0.370305   0.228020   0.401675   0.131232   0.053234   0.815535
2.095000   0.365614   0.230815   0.403571   0.133131   0.053071   0.813798
2.100000   0.360940   0.233599   0.405460   0.135034   0.052909   0.812057
2.105000   0.356284   0.236374   0.407342   0.136940   0.052747   0.810313
2.110000   0.351646   0.239139   0.409215   0.138848   0.052586   0.808566
2.115000   0.347027   0.241893   0.411080   0.140759   0.052425   0.806816
2.120000   0.342427   0.244635   0.412938   0.142673   0.052264   0.805063
2.125000   0.337847   0.247367   0.414786   0.144590   0.052103   0.803307
2.130000   0.333287   0.250087   0.416626   0.146508   0.051943   0.801549
2.135000   0.328748   0.252795   0.418456   0.148429   0.051783   0.799788
2.140000   0.324231   0.255491   0.420278   0.150351   0.051623   0.798026
2.145000   0.319735   0.258175   0.422090   0.152276   0.051464   0.796261
2.150000   0.315261   0.260847   0.423892   0.154201   0.051305   0.794494
2.155000   0.310810   0.263505   0.425685   0.156129   0.051146   0.792725
2.160000   0.306382   0.266151   0.427467   0.158058   0.050988   0.790954
2.165000   0.301977   0.268783   0.429240   0.159988   0.050830   0.789182
2.170000   0.297596   0.271402   0.431002   0.161919   0.050672   0.787409
2.175000   0.293240   0.274007   0.432753   0.163851   0.050515   0.785634
2.180000   0.288907   0.276599   0.434494   0.165784   0.050358   0.783858
2.185000   0.284600   0.279176   0.436224   0.167717   0.050202   0.782081
2.190000   0.280318   0.281739   0.437942   0.169651   0.050046   0.780303
2.195000   0.276061   0.284288   0.439650   0.171586   0.049890   0.778524
2.200000   0.271831   0.286823   0.441347   0.173521   0.049734   0.776745
2.205000   0.267626   0.289342   0.443032   0.175456   0.049579   0.774965
2.210000   0.263448   0.291847   0.444705   0.177391   0.049425   0.773184
2.215000   0.259296   0.294337   0.446367   0.179326   0.049271   0.771403
2.220000   0.255171   0.296812   0.448017   0.181261   0.049117   0.769622
2.225000   0.251074   0.299271   0.449655   0.183196   0.048963   0.767840
2.230000   0.247004   0.301715   0.451281   0.185131   0.048810   0.766059
2.235000   0.242961   0.304143   0.452895   0.187065   0.048658   0.764277
2.240000   0.238947   0.306556   0.454497   0.188999   0.048506   0.762496
2.245000   0.234960   0.308953   0.456087   0.190931   0.048354   0.760715
2.250000   0.231001   0.311334   0.457664   0.192864   0.048202   0.758934
2.255000   0.227071   0.313700   0.459229   0.194795   0.048051   0.757154
2.260000   0.223170   0.316049   0.460781   0.196725   0.047901   0.755374
2.265000   0.219297   0.318382   0.462321   0.198655   0.047751   0.753595
2.270000   0.215453   0.320699   0.463848   0.200583   0.047601   0.751816
2.275000   0.211639   0.323000   0.465362   0.202510   0.047452   0.750038
2.280000   0.207853   0.325284   0.466863   0.204436   0.047303   0.748261
2.285000   0.204097   0.327552   0.468352   0.206361   0.047154   0.746485
2.290000   0.200370   0.329803   0.469827   0.208284   0.047006   0.744710
2.295000   0.196673   0.332038   0.471290   0.210205   0.046859   0.742936
2.300000   0.193005   0.334256   0.472739   0.212125   0.046711   0.741164
2.305000   0.189367   0.336457   0.474176   0.214043   0.046565   0.739392
2.310000   0.185759   0.338642   0.475599   0.215960   0.046418   0.737622
2.315000   0.182181   0.340810   0.477009   0.217874   0.046273   0.735853
2.320000   0.178632   0.342961   0.478406   0.219787   0.046127   0.734086
2.325000   0.175114   0.345096   0.479790   0.221698   0.045982   0.732320
2.330000   0.171626   0.347213   0.481161   0.223606   0.045838   0.730556
2.335000   0.168168   0.349314   0.482518   0.225513   0.045694   0.728793
2.340000   0.164740   0.351397   0.483862   0.227417   0.045550   0.727033
2.345000   0.161342   0.353464   0.485193   0.229320   0.045407   0.725274
2.350000   0.157975   0.355514   0.486511   0.231219   0.045264   0.723517
2.355000   0.154638   0.357547   0.487815   0.233117   0.045122   0.721761
2.360000   0.151331   0.359563   0.489106   0.235012   0.044980   0.720008
2.365000   0.148055   0.361562   0.490383   0.236905   0.044838   0.718257
2.370000   0.144809   0.363544   0.491648   0.238795   0.044697   0.716508
2.375000   0.141593   0.365508   0.492898   0.240682   0.044557   0.714761
2.380000   0.138408   0.367456   0.494136   0.242567   0.044417   0.713016
2.385000   0.135253   0.369387   0.495360   0.244449   0.044277   0.711274
2.390000   0.132128   0.371301   0.496571   0.246328   0.044138   0.709534
2.395000   0.129033   0.373198   0.497768   0.248205   0.043999   0.707796
2.400000   0.125969   0.375078   0.498952   0.250078   0.043861   0.706061
2.405000   0.122935   0.376942   0.500123   0.251949   0.043723   0.704328
2.410000   0.119931   0.378788   0.501281   0.253817   0.043586   0.702597
2.415000   0.116958   0.380617   0.502425   0.255682   0.043449   0.700869
2.420000   0.114014   0.382430   0.503556   0.257543   0.043312   0.699144
2.425000   0.111101   0.384225   0.504674   0.259402   0.043176   0.697421
2.430000   0.108217   0.386004   0.505779   0.261258   0.043041   0.695702
2.435000   0.105364   0.387766   0.506870   0.263110   0.042906   0.693984
2.440000   0.102540   0.389511   0.507948   0.264959   0.042771   0.692270
2.445000   0.099747   0.391240   0.509013   0.266805   0.042637   0.690558
2.450000   0.096983   0.392952   0.510065   0.268647   0.042503   0.688849
2.455000   0.094249   0.394647   0.511104   0.270486   0.042370   0.687144
2.460000   0.091544   0.396326   0.512130   0.272322   0.042237   0.685441
2.465000   0.088870   0.397988   0.513143   0.274155   0.042105   0.683741
2.470000   0.086224   0.399633   0.514143   0.275984   0.041973   0.682044
2.475000   0.083608   0.401262   0.515130   0.277809   0.041841   0.680350
2.480000   0.081022   0.402875   0.516103   0.279631   0.041710   0.678659
2.485000   0.078464   0.404471   0.517065   0.281449   0.041580   0.676971
2.490000   0.075936   0.406051   0.518013   0.283264   0.041450   0.675286
2.495000   0.073437   0.407615   0.518948   0.285075   0.041320   0.673605
2.500000   0.070967   0.409162   0.519871   0.286883   0.041191   0.671926
