# E(GeV)    P2          V2          E2          Pmumu          Pmue          Pmutau
2.070000   0.395481   0.299221   0.305298   0.816843   0.008709   0.174447
2.075000   0.397626   0.298176   0.304198   0.817666   0.008668   0.173666
2.080000   0.399763   0.297136   0.303102   0.818484   0.008627   0.172889
2.085000   0.401890   0.296099   0.302011   0.819297   0.008586   0.172117
2.090000   0.404008   0.295067   0.300925   0.820104   0.008546   0.171350
2.095000   0.406118   0.294039   0.299843   0.820906   0.008506   0.170588
2.100000   0.408219   0.293015   0.298766   0.821702   0.008466   0.169831
2.105000   0.410310   0.291995   0.297694   0.822494   0.008427   0.169079
2.110000   0.412393   0.290980   0.296627   0.823280   0.008387   0.168332
2.115000   0.414468   0.289968   0.295564   0.824062   0.008348   0.167590
2.120000   0.416533   0.288960   0.294506   0.824838   0.008310   0.166852
2.125000   0.418590   0.287957   0.293453   0.825609   0.008271   0.166119
2.130000   0.420638   0.286958   0.292404   0.826376   0.008233   0.165391
2.135000   0.422677   0.285962   0.291360   0.827137   0.008195   0.164668
2.140000   0.424708   0.284971   0.290321   0.827894   0.008157   0.163949
2.145000   0.426730   0.283984   0.289286   0.828646   0.008120   0.163235
2.150000   0.428743   0.283001   0.288256   0.829393   0.008083   0.162525
2.155000   0.430748   0.282022   0.287230   0.830135   0.008046   0.161820
2.160000   0.432744   0.281047   0.286209   0.830872   0.008009   0.161119
2.165000   0.434732   0.280076   0.285192   0.831605   0.007972   0.160422
2.170000   0.436711   0.279109   0.284180   0.832333   0.007936   0.159731
2.175000   0.438682   0.278146   0.283172   0.833057   0.007900   0.159043
2.180000   0.440644   0.277187   0.282169   0.833776   0.007864   0.158360
2.185000   0.442598   0.276232   0.281170   0.834490   0.007829   0.157681
2.190000   0.444543   0.275281   0.280176   0.835201   0.007794   0.157006
2.195000   0.446480   0.274334   0.279186   0.835906   0.007759   0.156335
2.200000   0.448408   0.273391   0.278200   0.836607   0.007724   0.155669
2.205000   0.450329   0.272452   0.277219   0.837304   0.007689   0.155007
2.210000   0.452241   0.271517   0.276243   0.837997   0.007655   0.154349
2.215000   0.454144   0.270585   0.275270   0.838685   0.007621   0.153695
2.220000   0.456040   0.269658   0.274302   0.839369   0.007587   0.153045
2.225000   0.457927   0.268734   0.273339   0.840048   0.007553   0.152399
2.230000   0.459806   0.267815   0.272379   0.840724   0.007520   0.151757
2.235000   0.461676   0.266899   0.271424   0.841395   0.007486   0.151119
2.240000   0.463539   0.265987   0.270474   0.842062   0.007453   0.150485
2.245000   0.465394   0.265079   0.269527   0.842725   0.007421   0.149854
2.250000   0.467240   0.264175   0.268585   0.843384   0.007388   0.149228
2.255000   0.469079   0.263275   0.267647   0.844039   0.007356   0.148606
2.260000   0.470909   0.262378   0.266713   0.844690   0.007323   0.147987
2.265000   0.472731   0.261485   0.265783   0.845337   0.007291   0.147372
2.270000   0.474546   0.260596   0.264858   0.845980   0.007260   0.146761
2.275000   0.476353   0.259711   0.263937   0.846619   0.007228   0.146153
2.280000   0.478151   0.258829   0.263019   0.847254   0.007197   0.145549
2.285000   0.479942   0.257952   0.262106   0.847885   0.007165   0.144949
2.290000   0.481725   0.257078   0.261197   0.848513   0.007135   0.144353
2.295000   0.483500   0.256207   0.260292   0.849136   0.007104   0.143760
2.300000   0.485268   0.255341   0.259392   0.849756   0.007073   0.143170
2.305000   0.487027   0.254478   0.258495   0.850373   0.007043   0.142585
2.310000   0.488779   0.253619   0.257602   0.850985   0.007013   0.142002
2.315000   0.490523   0.252763   0.256713   0.851594   0.006983   0.141423
2.320000   0.492260   0.251911   0.255829   0.852199   0.006953   0.140848
2.325000   0.493989   0.251063   0.254948   0.852801   0.006923   0.140276
2.330000   0.495710   0.250219   0.254071   0.853399   0.006894   0.139708
2.335000   0.497424   0.249378   0.253198   0.853993   0.006864   0.139142
2.340000   0.499131   0.248540   0.252329   0.854584   0.006835   0.138581
2.345000   0.500830   0.247706   0.251464   0.855172   0.006806   0.138022
2.350000   0.502521   0.246876   0.250603   0.855755   0.006778   0.137467
2.355000   0.504205   0.246049   0.249746   0.856336   0.006749   0.136915
2.360000   0.505881   0.245226   0.248892   0.856913   0.006721   0.136366
2.365000   0.507551   0.244407   0.248043   0.857487   0.006693   0.135821
2.370000   0.509213   0.243591   0.247197   0.858057   0.006665   0.135279
2.375000   0.510867   0.242778   0.246355   0.858624   0.006637   0.134740
2.380000   0.512514   0.241969   0.245517   0.859187   0.006609   0.134204
2.385000   0.514154   0.241163   0.244682   0.859748   0.006582   0.133671
2.390000   0.515787   0.240361   0.243852   0.860305   0.006554   0.133141
2.395000   0.517413   0.239562   0.243025   0.860858   0.006527   0.132615
2.400000   0.519032   0.238767   0.242201   0.861409   0.006500   0.132091
2.405000   0.520643   0.237975   0.241382   0.861956   0.006473   0.131570
2.410000   0.522247   0.237187   0.240566   0.862501   0.006446   0.131053
2.415000   0.523845   0.236402   0.239754   0.863042   0.006420   0.130538
2.420000   0.525435   0.235620   0.238945   0.863579   0.006394   0.130027
2.425000   0.527018   0.234842   0.238140   0.864114   0.006367   0.129518
2.430000   0.528594   0.234067   0.237339   0.864646   0.006341   0.129013
2.435000   0.530164   0.233295   0.236541   0.865175   0.006315   0.128510
2.440000   0.531726   0.232527   0.235747   0.865700   0.006290   0.128010
2.445000   0.533282   0.231761   0.234957   0.866223   0.006264   0.127513
2.450000   0.534831   0.231000   0.234170   0.866743   0.006239   0.127019
2.455000   0.536373   0.230241   0.233386   0.867259   0.006214   0.126527
2.460000   0.537908   0.229486   0.232606   0.867773   0.006188   0.126039
2.465000   0.539436   0.228734   0.231829   0.868284   0.006163   0.125553
2.470000   0.540958   0.227985   0.231056   0.868792   0.006139   0.125070
2.475000   0.542473   0.227240   0.230287   0.869297   0.006114   0.124589
2.480000   0.543982   0.226498   0.229521   0.869799   0.006089   0.124112
2.485000   0.545484   0.225758   0.228758   0.870298   0.006065   0.123637
2.490000   0.546979   0.225023   0.227999   0.870795   0.006041   0.123164
2.495000   0.548468   0.224290   0.227243   0.871288   0.006017   0.122695
2.500000   0.549950   0.223560   0.226490   0.871779   0.005993   0.122228
